YEAR,MO,DY,HR,T2M,RH2M
2014,8,2,6,18.68,89.25
2014,8,2,7,18.73,88.44
2014,8,2,8,18.8,88.25
2014,8,2,9,18.88,88.44
2014,8,2,10,18.96,89.0
2014,8,2,11,19.01,90.31
2014,8,2,12,19.02,92.88
2014,8,2,13,19.06,95.38
2014,8,2,14,19.15,96.06
2014,8,2,15,19.36,94.06
2014,8,2,16,19.55,91.75
2014,8,2,17,19.58,91.12
2014,8,2,18,19.59,90.81
2014,8,2,19,19.55,91.0
2014,8,2,20,19.49,91.25
2014,8,2,21,19.42,91.19
2014,8,2,22,19.31,91.38
2014,8,2,23,19.15,92.06
2014,8,3,0,19.01,92.56
2014,8,3,1,18.89,92.69
2014,8,3,2,18.8,92.62
2014,8,3,3,18.81,92.12
2014,8,3,4,18.82,91.5
2014,8,3,5,18.8,90.38
2014,8,3,6,18.64,88.19
2014,8,3,7,18.3,85.31
2014,8,3,8,17.87,82.38
2014,8,3,9,17.51,79.56
2014,8,3,10,17.39,77.31
2014,8,3,11,17.44,76.62
2014,8,3,12,17.58,76.12
2014,8,3,13,17.74,75.75
2014,8,3,14,17.91,75.19
2014,8,3,15,18.05,74.5
2014,8,3,16,18.23,73.81
2014,8,3,17,18.4,73.5
2014,8,3,18,18.59,73.81
2014,8,3,19,18.75,75.0
2014,8,3,20,18.78,77.25
2014,8,3,21,18.73,79.88
2014,8,3,22,18.69,81.88
2014,8,3,23,18.67,83.19
2014,8,4,0,18.66,84.19
2014,8,4,1,18.67,85.12
2014,8,4,2,18.64,86.25
2014,8,4,3,18.6,86.5
2014,8,4,4,18.55,84.81
2014,8,4,5,18.48,82.0
2014,8,4,6,18.37,79.12
2014,8,4,7,18.21,77.25
2014,8,4,8,18.06,75.81
2014,8,4,9,17.93,75.12
2014,8,4,10,17.83,75.12
2014,8,4,11,17.74,75.06
2014,8,4,12,17.7,74.88
2014,8,4,13,17.69,74.56
2014,8,4,14,17.67,74.25
2014,8,4,15,17.66,73.94
2014,8,4,16,17.67,73.5
2014,8,4,17,17.69,73.0
2014,8,4,18,17.7,72.5
2014,8,4,19,17.74,72.19
2014,8,4,20,17.8,72.06
2014,8,4,21,17.81,72.44
2014,8,4,22,17.8,73.25
2014,8,4,23,17.79,74.12
2014,8,5,0,17.8,74.56
2014,8,5,1,17.81,74.69
2014,8,5,2,17.83,74.56
2014,8,5,3,17.89,74.12
2014,8,5,4,17.96,73.31
2014,8,5,5,18.03,72.12
2014,8,5,6,18.11,70.69
2014,8,5,7,18.18,69.31
2014,8,5,8,18.25,67.38
2014,8,5,9,18.32,65.19
2014,8,5,10,18.37,63.44
2014,8,5,11,18.4,62.44
2014,8,5,12,18.44,61.56
2014,8,5,13,18.5,60.75
2014,8,5,14,18.57,60.56
2014,8,5,15,18.66,61.5
2014,8,5,16,18.74,63.19
2014,8,5,17,18.83,65.62
2014,8,5,18,18.9,68.94
2014,8,5,19,18.94,73.62
2014,8,5,20,18.93,79.62
2014,8,5,21,18.83,85.06
2014,8,5,22,18.73,88.94
2014,8,5,23,18.67,89.75
2014,8,6,0,18.65,88.44
2014,8,6,1,18.59,87.0
2014,8,6,2,18.53,85.44
2014,8,6,3,18.53,84.12
2014,8,6,4,18.55,83.25
2014,8,6,5,18.56,83.69
2014,8,6,6,18.58,84.75
2014,8,6,7,18.58,85.31
2014,8,6,8,18.46,86.75
2014,8,6,9,18.33,87.25
2014,8,6,10,18.23,87.56
2014,8,6,11,18.13,88.75
2014,8,6,12,18.12,89.88
2014,8,6,13,18.27,89.81
2014,8,6,14,18.4,89.25
2014,8,6,15,18.35,89.69
2014,8,6,16,18.19,89.75
2014,8,6,17,18.16,89.81
2014,8,6,18,18.23,90.19
2014,8,6,19,18.31,91.19
2014,8,6,20,18.34,92.19
2014,8,6,21,18.4,92.25
2014,8,6,22,18.44,92.38
2014,8,6,23,18.48,92.12
2014,8,7,0,18.48,92.0
2014,8,7,1,18.45,91.88
2014,8,7,2,18.4,91.62
2014,8,7,3,18.32,91.19
2014,8,7,4,18.23,90.62
2014,8,7,5,18.15,89.5
2014,8,7,6,18.11,88.19
2014,8,7,7,18.06,87.25
2014,8,7,8,18.01,86.81
2014,8,7,9,17.98,86.31
2014,8,7,10,17.91,86.06
2014,8,7,11,17.8,86.0
2014,8,7,12,17.66,86.12
2014,8,7,13,17.52,86.0
2014,8,7,14,17.47,85.19
2014,8,7,15,17.48,83.81
2014,8,7,16,17.57,81.75
2014,8,7,17,17.65,79.5
2014,8,7,18,17.67,77.75
2014,8,7,19,17.68,76.94
2014,8,7,20,17.7,76.25
2014,8,7,21,17.69,76.12
2014,8,7,22,17.65,76.38
2014,8,7,23,17.61,76.31
2014,8,8,0,17.54,75.81
2014,8,8,1,17.5,75.38
2014,8,8,2,17.48,74.69
2014,8,8,3,17.44,73.94
2014,8,8,4,17.38,73.38
2014,8,8,5,17.33,72.88
2014,8,8,6,17.28,72.12
2014,8,8,7,17.23,71.06
2014,8,8,8,17.19,70.12
2014,8,8,9,17.33,68.25
2014,8,8,10,17.55,66.06
2014,8,8,11,17.78,64.62
2014,8,8,12,17.98,63.44
2014,8,8,13,18.14,63.56
2014,8,8,14,18.26,64.94
2014,8,8,15,18.3,65.94
2014,8,8,16,18.3,66.56
2014,8,8,17,18.29,67.0
2014,8,8,18,18.29,67.5
2014,8,8,19,18.32,68.25
2014,8,8,20,18.3,69.81
2014,8,8,21,18.2,72.06
2014,8,8,22,18.1,75.44
2014,8,8,23,18.21,78.62
2014,8,9,0,18.3,82.75
2014,8,9,1,18.34,86.69
2014,8,9,2,18.37,90.0
2014,8,9,3,18.24,93.25
2014,8,9,4,18.09,95.5
2014,8,9,5,18.07,96.75
2014,8,9,6,18.05,96.56
2014,8,9,7,17.8,95.12
2014,8,9,8,17.39,92.0
2014,8,9,9,16.89,88.5
2014,8,9,10,16.53,84.38
2014,8,9,11,16.55,81.88
2014,8,9,12,16.69,80.5
2014,8,9,13,16.96,78.0
2014,8,9,14,17.23,75.44
2014,8,9,15,17.58,73.69
2014,8,9,16,17.85,73.12
2014,8,9,17,17.95,73.94
2014,8,9,18,18.01,75.12
2014,8,9,19,18.13,75.31
2014,8,9,20,18.2,75.31
2014,8,9,21,18.19,76.69
2014,8,9,22,18.07,80.44
2014,8,9,23,17.93,84.38
2014,8,10,0,17.85,86.62
2014,8,10,1,17.83,88.06
2014,8,10,2,17.83,90.19
2014,8,10,3,17.87,91.19
2014,8,10,4,17.86,88.62
2014,8,10,5,17.87,82.62
2014,8,10,6,17.81,82.0
2014,8,10,7,17.76,81.81
2014,8,10,8,17.69,81.5
2014,8,10,9,17.58,83.5
2014,8,10,10,17.5,86.38
2014,8,10,11,17.6,88.69
2014,8,10,12,17.83,89.69
2014,8,10,13,17.9,91.69
2014,8,10,14,18.04,91.31
2014,8,10,15,18.3,89.12
2014,8,10,16,18.25,90.69
2014,8,10,17,18.08,93.31
2014,8,10,18,18.08,94.12
2014,8,10,19,18.18,92.25
2014,8,10,20,17.39,87.12
2014,8,10,21,16.37,82.25
2014,8,10,22,15.99,80.75
2014,8,10,23,15.65,81.31
2014,8,11,0,15.53,80.75
2014,8,11,1,15.38,81.25
2014,8,11,2,15.2,82.75
2014,8,11,3,15.05,83.12
2014,8,11,4,14.9,82.25
2014,8,11,5,14.89,80.44
2014,8,11,6,15.06,78.81
2014,8,11,7,15.45,76.19
2014,8,11,8,15.79,74.75
2014,8,11,9,15.8,76.19
2014,8,11,10,15.84,76.88
2014,8,11,11,16.09,76.25
2014,8,11,12,16.42,74.5
2014,8,11,13,16.74,73.31
2014,8,11,14,16.96,72.75
2014,8,11,15,17.07,72.75
2014,8,11,16,17.12,72.94
2014,8,11,17,17.15,72.81
2014,8,11,18,17.13,73.12
2014,8,11,19,17.05,73.81
2014,8,11,20,16.94,74.56
2014,8,11,21,16.77,75.44
2014,8,11,22,16.57,76.25
2014,8,11,23,16.34,77.31
2014,8,12,0,16.12,78.25
2014,8,12,1,15.99,78.62
2014,8,12,2,15.9,78.81
2014,8,12,3,15.89,78.69
2014,8,12,4,15.88,78.5
2014,8,12,5,15.86,78.38
2014,8,12,6,15.8,78.25
2014,8,12,7,15.69,78.25
2014,8,12,8,15.58,78.31
2014,8,12,9,15.48,78.38
2014,8,12,10,15.41,78.56
2014,8,12,11,15.4,78.88
2014,8,12,12,15.53,79.12
2014,8,12,13,15.78,78.88
2014,8,12,14,16.11,77.5
2014,8,12,15,16.34,75.44
2014,8,12,16,16.45,74.12
2014,8,12,17,16.47,74.0
2014,8,12,18,16.44,74.06
2014,8,12,19,16.38,74.25
2014,8,12,20,16.3,74.75
2014,8,12,21,16.2,75.81
2014,8,12,22,16.07,77.25
2014,8,12,23,15.92,78.69
2014,8,13,0,15.77,79.75
2014,8,13,1,15.59,81.06
2014,8,13,2,15.36,82.31
2014,8,13,3,15.12,83.5
2014,8,13,4,14.98,84.12
2014,8,13,5,14.97,84.31
2014,8,13,6,15.0,84.81
2014,8,13,7,15.04,85.5
2014,8,13,8,15.1,85.94
2014,8,13,9,15.24,85.75
2014,8,13,10,15.4,85.19
2014,8,13,11,15.5,84.94
2014,8,13,12,15.61,84.5
2014,8,13,13,15.74,84.0
2014,8,13,14,15.9,83.38
2014,8,13,15,15.99,83.38
2014,8,13,16,16.0,84.12
2014,8,13,17,16.01,84.88
2014,8,13,18,16.06,85.19
2014,8,13,19,16.12,85.31
2014,8,13,20,16.12,85.56
2014,8,13,21,16.11,85.5
2014,8,13,22,16.1,85.0
2014,8,13,23,16.07,84.38
2014,8,14,0,15.98,84.19
2014,8,14,1,15.85,84.44
2014,8,14,2,15.74,84.88
2014,8,14,3,15.66,85.31
2014,8,14,4,15.62,85.44
2014,8,14,5,15.58,85.56
2014,8,14,6,15.55,85.56
2014,8,14,7,15.54,85.69
2014,8,14,8,15.5,85.94
2014,8,14,9,15.44,86.25
2014,8,14,10,15.35,86.56
2014,8,14,11,15.23,86.94
2014,8,14,12,15.17,86.94
2014,8,14,13,15.11,86.81
2014,8,14,14,15.02,86.94
2014,8,14,15,14.94,87.06
2014,8,14,16,14.91,86.75
2014,8,14,17,14.94,86.44
2014,8,14,18,14.95,86.25
2014,8,14,19,14.98,86.12
2014,8,14,20,14.99,86.12
2014,8,14,21,14.99,86.0
2014,8,14,22,15.0,85.75
2014,8,14,23,15.04,84.94
2014,8,15,0,15.08,84.06
2014,8,15,1,15.11,83.25
2014,8,15,2,15.1,82.56
2014,8,15,3,15.1,82.38
2014,8,15,4,15.12,82.5
2014,8,15,5,15.15,82.81
2014,8,15,6,15.23,83.12
2014,8,15,7,15.3,83.56
2014,8,15,8,15.34,84.31
2014,8,15,9,15.37,84.75
2014,8,15,10,15.38,85.0
2014,8,15,11,15.37,85.56
2014,8,15,12,15.33,86.31
2014,8,15,13,15.21,87.25
2014,8,15,14,15.07,87.5
2014,8,15,15,15.0,86.62
2014,8,15,16,14.98,85.0
2014,8,15,17,14.88,84.12
2014,8,15,18,14.69,84.25
2014,8,15,19,14.47,84.69
2014,8,15,20,14.3,84.69
2014,8,15,21,14.18,84.12
2014,8,15,22,14.14,82.56
2014,8,15,23,14.17,80.12
2014,8,16,0,14.12,78.81
2014,8,16,1,14.08,78.25
2014,8,16,2,14.1,77.56
2014,8,16,3,14.2,76.5
2014,8,16,4,14.3,75.56
2014,8,16,5,14.3,76.0
2014,8,16,6,14.14,78.75
2014,8,16,7,13.93,82.75
2014,8,16,8,13.83,85.81
2014,8,16,9,13.93,86.38
2014,8,16,10,14.19,84.75
2014,8,16,11,14.53,82.38
2014,8,16,12,14.8,80.94
2014,8,16,13,14.95,80.81
2014,8,16,14,15.08,81.25
2014,8,16,15,15.3,81.25
2014,8,16,16,15.4,82.5
2014,8,16,17,15.27,85.94
2014,8,16,18,15.18,88.44
2014,8,16,19,15.23,89.06
2014,8,16,20,15.38,88.5
2014,8,16,21,15.54,87.56
2014,8,16,22,15.55,87.44
2014,8,16,23,15.44,88.56
2014,8,17,0,15.42,88.56
2014,8,17,1,15.44,86.44
2014,8,17,2,15.37,83.5
2014,8,17,3,15.18,80.31
2014,8,17,4,14.94,77.94
2014,8,17,5,14.65,78.0
2014,8,17,6,14.52,78.31
2014,8,17,7,14.43,78.88
2014,8,17,8,14.28,80.12
2014,8,17,9,14.22,81.44
2014,8,17,10,14.2,81.5
2014,8,17,11,14.24,80.81
2014,8,17,12,14.38,80.31
2014,8,17,13,14.62,79.38
2014,8,17,14,14.86,78.31
2014,8,17,15,14.96,77.81
2014,8,17,16,14.96,77.88
2014,8,17,17,14.97,78.19
2014,8,17,18,15.03,78.44
2014,8,17,19,15.11,78.94
2014,8,17,20,15.11,79.88
2014,8,17,21,15.02,81.38
2014,8,17,22,14.83,83.0
2014,8,17,23,14.62,83.88
2014,8,18,0,14.48,83.81
2014,8,18,1,14.33,83.81
2014,8,18,2,14.15,84.25
2014,8,18,3,14.01,84.5
2014,8,18,4,13.94,84.25
2014,8,18,5,14.01,83.81
2014,8,18,6,14.17,83.25
2014,8,18,7,14.37,82.81
2014,8,18,8,14.55,82.06
2014,8,18,9,14.65,81.0
2014,8,18,10,14.6,79.88
2014,8,18,11,14.44,78.88
2014,8,18,12,14.44,77.19
2014,8,18,13,14.52,75.31
2014,8,18,14,14.48,74.38
2014,8,18,15,14.32,74.62
2014,8,18,16,14.15,75.25
2014,8,18,17,14.11,75.44
2014,8,18,18,14.13,75.19
2014,8,18,19,14.12,75.0
2014,8,18,20,14.03,75.06
2014,8,18,21,13.89,75.31
2014,8,18,22,13.86,75.12
2014,8,18,23,13.83,75.0
2014,8,19,0,13.76,75.38
2014,8,19,1,13.66,76.06
2014,8,19,2,13.58,76.88
2014,8,19,3,13.52,77.75
2014,8,19,4,13.47,78.75
2014,8,19,5,13.47,79.88
2014,8,19,6,13.56,80.31
2014,8,19,7,13.75,79.88
2014,8,19,8,13.94,79.38
2014,8,19,9,14.12,78.0
2014,8,19,10,14.24,76.31
2014,8,19,11,14.27,75.75
2014,8,19,12,14.13,76.31
2014,8,19,13,13.95,77.06
2014,8,19,14,13.9,76.94
2014,8,19,15,13.86,76.62
2014,8,19,16,13.78,76.69
2014,8,19,17,13.77,76.62
2014,8,19,18,13.85,76.44
2014,8,19,19,13.94,76.31
2014,8,19,20,14.01,75.94
2014,8,19,21,14.08,75.88
2014,8,19,22,14.05,76.69
2014,8,19,23,13.89,78.0
2014,8,20,0,13.72,79.56
2014,8,20,1,13.62,80.5
2014,8,20,2,13.61,80.19
2014,8,20,3,13.68,78.75
2014,8,20,4,13.73,77.56
2014,8,20,5,13.73,77.0
2014,8,20,6,13.69,76.81
2014,8,20,7,13.65,76.94
2014,8,20,8,13.63,77.0
2014,8,20,9,13.61,77.06
2014,8,20,10,13.6,77.06
2014,8,20,11,13.58,77.0
2014,8,20,12,13.58,77.12
2014,8,20,13,13.55,77.38
2014,8,20,14,13.48,77.75
2014,8,20,15,13.41,78.0
2014,8,20,16,13.38,78.0
2014,8,20,17,13.28,78.31
2014,8,20,18,13.18,78.81
2014,8,20,19,13.05,79.38
2014,8,20,20,12.94,80.06
2014,8,20,21,12.84,80.75
2014,8,20,22,12.8,80.81
2014,8,20,23,12.82,80.31
2014,8,21,0,12.9,79.56
2014,8,21,1,12.99,79.25
2014,8,21,2,13.05,79.62
2014,8,21,3,13.08,80.81
2014,8,21,4,13.15,82.12
2014,8,21,5,13.2,83.12
2014,8,21,6,13.19,83.75
2014,8,21,7,13.12,83.88
2014,8,21,8,13.01,83.62
2014,8,21,9,12.94,83.19
2014,8,21,10,12.99,83.19
2014,8,21,11,13.05,83.94
2014,8,21,12,13.07,85.25
2014,8,21,13,13.12,85.81
2014,8,21,14,13.12,85.75
2014,8,21,15,13.13,85.12
2014,8,21,16,13.27,84.31
2014,8,21,17,13.52,83.81
2014,8,21,18,13.82,83.56
2014,8,21,19,14.12,83.56
2014,8,21,20,14.4,83.0
2014,8,21,21,14.62,82.12
2014,8,21,22,14.69,81.69
2014,8,21,23,14.73,81.44
2014,8,22,0,14.69,81.69
2014,8,22,1,14.57,82.31
2014,8,22,2,14.23,83.81
2014,8,22,3,13.83,85.31
2014,8,22,4,13.51,85.75
2014,8,22,5,13.28,85.06
2014,8,22,6,13.15,84.12
2014,8,22,7,13.08,83.62
2014,8,22,8,13.06,83.56
2014,8,22,9,13.05,83.94
2014,8,22,10,13.09,84.25
2014,8,22,11,13.13,84.56
2014,8,22,12,13.21,84.25
2014,8,22,13,13.3,83.81
2014,8,22,14,13.43,83.06
2014,8,22,15,13.62,81.56
2014,8,22,16,13.83,79.0
2014,8,22,17,13.99,76.94
2014,8,22,18,14.03,76.19
2014,8,22,19,14.01,75.81
2014,8,22,20,13.96,75.56
2014,8,22,21,13.85,75.81
2014,8,22,22,13.77,76.12
2014,8,22,23,13.73,76.44
2014,8,23,0,13.67,76.88
2014,8,23,1,13.59,77.44
2014,8,23,2,13.46,78.44
2014,8,23,3,13.33,79.62
2014,8,23,4,13.23,80.81
2014,8,23,5,13.17,81.69
2014,8,23,6,13.06,82.69
2014,8,23,7,12.95,83.44
2014,8,23,8,12.92,83.56
2014,8,23,9,13.0,82.75
2014,8,23,10,13.19,80.81
2014,8,23,11,13.44,78.44
2014,8,23,12,13.64,76.06
2014,8,23,13,13.76,74.44
2014,8,23,14,13.88,73.12
2014,8,23,15,13.96,72.38
2014,8,23,16,13.96,72.38
2014,8,23,17,13.87,72.81
2014,8,23,18,13.74,73.38
2014,8,23,19,13.62,74.0
2014,8,23,20,13.52,74.56
2014,8,23,21,13.45,75.12
2014,8,23,22,13.4,75.5
2014,8,23,23,13.39,75.75
2014,8,24,0,13.4,75.75
2014,8,24,1,13.42,75.88
2014,8,24,2,13.38,76.38
2014,8,24,3,13.32,77.38
2014,8,24,4,13.2,78.62
2014,8,24,5,13.13,79.31
2014,8,24,6,13.09,79.75
2014,8,24,7,13.08,79.94
2014,8,24,8,13.05,80.38
2014,8,24,9,13.05,80.75
2014,8,24,10,13.07,80.69
2014,8,24,11,13.08,80.12
2014,8,24,12,13.12,78.62
2014,8,24,13,13.23,76.69
2014,8,24,14,13.33,74.81
2014,8,24,15,13.38,73.44
2014,8,24,16,13.4,72.62
2014,8,24,17,13.4,72.0
2014,8,24,18,13.4,71.56
2014,8,24,19,13.38,71.06
2014,8,24,20,13.38,70.62
2014,8,24,21,13.36,70.62
2014,8,24,22,13.28,70.88
2014,8,24,23,13.2,71.19
2014,8,25,0,13.12,71.44
2014,8,25,1,13.05,71.5
2014,8,25,2,13.0,71.62
2014,8,25,3,12.96,71.38
2014,8,25,4,12.98,70.69
2014,8,25,5,13.01,69.94
2014,8,25,6,13.06,69.0
2014,8,25,7,13.14,67.94
2014,8,25,8,13.23,67.0
2014,8,25,9,13.3,65.75
2014,8,25,10,13.36,64.69
2014,8,25,11,13.4,63.62
2014,8,25,12,13.46,62.88
2014,8,25,13,13.54,63.12
2014,8,25,14,13.62,64.44
2014,8,25,15,13.73,66.62
2014,8,25,16,13.87,68.44
2014,8,25,17,13.96,69.88
2014,8,25,18,14.02,71.12
2014,8,25,19,14.07,71.88
2014,8,25,20,14.1,72.06
2014,8,25,21,14.03,72.88
2014,8,25,22,13.95,73.94
2014,8,25,23,13.9,74.5
2014,8,26,0,13.86,74.81
2014,8,26,1,13.8,74.94
2014,8,26,2,13.74,75.06
2014,8,26,3,13.71,75.06
2014,8,26,4,13.69,75.25
2014,8,26,5,13.69,75.38
2014,8,26,6,13.71,75.69
2014,8,26,7,13.76,76.31
2014,8,26,8,13.85,77.19
2014,8,26,9,13.94,78.31
2014,8,26,10,14.05,79.56
2014,8,26,11,14.19,80.94
2014,8,26,12,14.36,81.81
2014,8,26,13,14.58,81.75
2014,8,26,14,14.78,81.31
2014,8,26,15,14.93,80.62
2014,8,26,16,15.02,79.62
2014,8,26,17,15.05,79.12
2014,8,26,18,15.0,78.88
2014,8,26,19,14.93,78.81
2014,8,26,20,14.87,78.62
2014,8,26,21,14.78,78.56
2014,8,26,22,14.7,78.75
2014,8,26,23,14.65,78.62
2014,8,27,0,14.62,78.44
2014,8,27,1,14.6,78.12
2014,8,27,2,14.55,77.69
2014,8,27,3,14.54,77.69
2014,8,27,4,14.57,76.94
2014,8,27,5,14.6,75.38
2014,8,27,6,14.62,74.19
2014,8,27,7,14.66,72.75
2014,8,27,8,14.7,71.25
2014,8,27,9,14.79,70.44
2014,8,27,10,14.87,69.62
2014,8,27,11,14.94,69.19
2014,8,27,12,15.02,68.75
2014,8,27,13,15.09,68.38
2014,8,27,14,15.16,68.31
2014,8,27,15,15.23,68.31
2014,8,27,16,15.28,68.38
2014,8,27,17,15.29,69.06
2014,8,27,18,15.3,70.62
2014,8,27,19,15.3,72.69
2014,8,27,20,15.35,74.44
2014,8,27,21,15.4,75.31
2014,8,27,22,15.49,76.06
2014,8,27,23,15.58,77.12
2014,8,28,0,15.6,79.0
2014,8,28,1,15.58,81.5
2014,8,28,2,15.56,84.25
2014,8,28,3,15.58,87.0
2014,8,28,4,15.62,89.62
2014,8,28,5,15.7,92.0
2014,8,28,6,15.86,92.75
2014,8,28,7,16.05,92.5
2014,8,28,8,16.12,92.62
2014,8,28,9,16.15,92.25
2014,8,28,10,16.12,92.38
2014,8,28,11,16.09,92.56
2014,8,28,12,16.06,92.94
2014,8,28,13,16.01,94.0
2014,8,28,14,15.98,95.25
2014,8,28,15,16.07,95.75
2014,8,28,16,16.12,96.12
2014,8,28,17,16.08,96.88
2014,8,28,18,16.04,97.38
2014,8,28,19,16.01,97.31
2014,8,28,20,16.0,96.38
2014,8,28,21,15.9,95.38
2014,8,28,22,15.83,94.25
2014,8,28,23,15.82,93.31
2014,8,29,0,15.83,92.38
2014,8,29,1,15.83,91.88
2014,8,29,2,15.76,91.94
2014,8,29,3,15.72,92.19
2014,8,29,4,15.69,92.75
2014,8,29,5,15.69,92.94
2014,8,29,6,15.73,92.31
2014,8,29,7,15.79,90.75
2014,8,29,8,15.83,88.75
2014,8,29,9,15.8,87.25
2014,8,29,10,15.74,87.5
2014,8,29,11,15.68,88.62
2014,8,29,12,15.64,89.31
2014,8,29,13,15.64,89.56
2014,8,29,14,15.72,89.44
2014,8,29,15,15.85,88.69
2014,8,29,16,15.99,87.5
2014,8,29,17,16.05,87.12
2014,8,29,18,16.11,86.69
2014,8,29,19,16.15,86.62
2014,8,29,20,16.09,87.44
2014,8,29,21,16.01,88.62
2014,8,29,22,15.96,89.56
2014,8,29,23,15.87,90.81
2014,8,30,0,15.74,91.62
2014,8,30,1,15.62,92.75
2014,8,30,2,15.59,93.25
2014,8,30,3,15.57,93.62
2014,8,30,4,15.52,93.69
2014,8,30,5,15.44,93.0
2014,8,30,6,15.35,90.62
2014,8,30,7,15.29,87.19
2014,8,30,8,15.23,85.62
2014,8,30,9,15.19,86.06
2014,8,30,10,15.15,86.94
2014,8,30,11,15.13,87.12
2014,8,30,12,15.12,86.31
2014,8,30,13,15.11,85.25
2014,8,30,14,15.12,84.19
2014,8,30,15,15.12,83.62
2014,8,30,16,15.16,84.12
2014,8,30,17,15.23,85.06
2014,8,30,18,15.3,86.12
2014,8,30,19,15.39,87.06
2014,8,30,20,15.44,88.06
2014,8,30,21,15.45,88.69
2014,8,30,22,15.42,88.88
2014,8,30,23,15.35,89.0
2014,8,31,0,15.26,89.25
2014,8,31,1,15.11,89.56
2014,8,31,2,14.93,90.19
2014,8,31,3,14.74,90.5
2014,8,31,4,14.57,90.81
2014,8,31,5,14.45,90.62
2014,8,31,6,14.38,90.06
2014,8,31,7,14.36,89.44
2014,8,31,8,14.37,88.88
2014,8,31,9,14.55,87.5
2014,8,31,10,14.87,85.62
2014,8,31,11,15.19,84.0
2014,8,31,12,15.45,84.19
2014,8,31,13,15.59,86.88
2014,8,31,14,15.68,88.62
2014,8,31,15,15.73,89.19
2014,8,31,16,15.78,89.0
2014,8,31,17,15.83,88.44
2014,8,31,18,15.86,88.44
2014,8,31,19,15.86,88.62
2014,8,31,20,15.87,88.5
2014,8,31,21,15.87,87.38
2014,8,31,22,15.76,87.25
2014,8,31,23,15.58,87.56
2014,9,1,0,15.41,86.06
2014,9,1,1,15.19,86.75
2014,9,1,2,15.01,87.56
2014,9,1,3,14.97,85.69
2014,9,1,4,15.04,82.62
2014,9,1,5,15.09,80.88
2014,9,1,6,15.15,80.62
2014,9,1,7,15.22,80.94
2014,9,1,8,15.29,81.44
2014,9,1,9,15.38,81.81
2014,9,1,10,15.49,82.38
2014,9,1,11,15.57,83.25
2014,9,1,12,15.64,83.88
2014,9,1,13,15.69,84.56
2014,9,1,14,15.75,85.44
2014,9,1,15,15.76,87.12
2014,9,1,16,15.76,89.0
2014,9,1,17,15.76,90.06
2014,9,1,18,15.76,90.69
2014,9,1,19,15.76,91.06
2014,9,1,20,15.77,91.31
2014,9,1,21,15.76,91.38
2014,9,1,22,15.74,90.94
2014,9,1,23,15.72,90.38
2014,9,2,0,15.69,89.81
2014,9,2,1,15.68,88.69
2014,9,2,2,15.67,87.44
2014,9,2,3,15.67,86.88
2014,9,2,4,15.68,86.5
2014,9,2,5,15.71,86.12
2014,9,2,6,15.75,85.81
2014,9,2,7,15.8,85.56
2014,9,2,8,15.83,85.5
2014,9,2,9,15.9,86.81
2014,9,2,10,15.97,88.75
2014,9,2,11,16.06,88.5
2014,9,2,12,16.16,87.81
2014,9,2,13,16.25,87.12
2014,9,2,14,16.32,86.38
2014,9,2,15,16.35,86.38
2014,9,2,16,16.34,86.62
2014,9,2,17,16.34,86.88
2014,9,2,18,16.34,87.44
2014,9,2,19,16.33,88.38
2014,9,2,20,16.33,89.88
2014,9,2,21,16.26,91.81
2014,9,2,22,16.18,93.56
2014,9,2,23,16.1,94.94
2014,9,3,0,16.04,95.88
2014,9,3,1,15.98,96.56
2014,9,3,2,15.95,96.75
2014,9,3,3,15.97,96.44
2014,9,3,4,16.03,95.81
2014,9,3,5,16.11,95.12
2014,9,3,6,16.19,94.5
2014,9,3,7,16.27,94.06
2014,9,3,8,16.32,94.19
2014,9,3,9,16.36,94.31
2014,9,3,10,16.41,94.25
2014,9,3,11,16.46,94.0
2014,9,3,12,16.51,93.44
2014,9,3,13,16.56,92.56
2014,9,3,14,16.59,91.81
2014,9,3,15,16.61,91.0
2014,9,3,16,16.61,90.25
2014,9,3,17,16.59,89.69
2014,9,3,18,16.56,89.06
2014,9,3,19,16.51,87.88
2014,9,3,20,16.48,85.06
2014,9,3,21,16.41,82.69
2014,9,3,22,16.33,81.56
2014,9,3,23,16.26,80.94
2014,9,4,0,16.2,80.12
2014,9,4,1,16.15,80.31
2014,9,4,2,16.14,81.0
2014,9,4,3,16.19,82.06
2014,9,4,4,16.23,83.75
2014,9,4,5,16.3,85.75
2014,9,4,6,16.37,87.69
2014,9,4,7,16.43,89.38
2014,9,4,8,16.47,90.94
2014,9,4,9,16.54,92.06
2014,9,4,10,16.6,92.81
2014,9,4,11,16.64,93.25
2014,9,4,12,16.66,93.25
2014,9,4,13,16.66,92.69
2014,9,4,14,16.65,92.06
2014,9,4,15,16.62,91.44
2014,9,4,16,16.57,91.06
2014,9,4,17,16.55,90.88
2014,9,4,18,16.52,91.06
2014,9,4,19,16.52,91.25
2014,9,4,20,16.55,91.56
2014,9,4,21,16.51,92.31
2014,9,4,22,16.47,93.25
2014,9,4,23,16.46,93.88
2014,9,5,0,16.46,94.31
2014,9,5,1,16.46,94.5
2014,9,5,2,16.43,94.69
2014,9,5,3,16.4,94.88
2014,9,5,4,16.4,95.06
2014,9,5,5,16.41,95.25
2014,9,5,6,16.41,95.56
2014,9,5,7,16.42,95.94
2014,9,5,8,16.44,96.31
2014,9,5,9,16.47,96.56
2014,9,5,10,16.52,96.62
2014,9,5,11,16.55,96.81
